IMEISV,IMSI
3553010446142201,454063302152086
3596160492536001,454061101492565
3585370473554301,454061101360608
0130570020105505,454063307288929
0127480045874115,454061106102905
3580000403577901,454063302909953
0128500056029611,454061106070584
3585080447753064,454061192638075
3515540518415401,454063302572848
0124170090204213,454063307003252
0127490004054015,454063307210058
3581500486282401,454063883732937
3585370410644801,454061101437448
0124290062882815,454061106000705
3596160474968201,454061106014753
0130350053063902,454063307180948
3544060424418301,454063302972701
0127550023367614,454061106075420
3583130494903801,454063300751901
0125450032278504,454061106040771
0130080058022605,454061106122125
0127480075367913,454061106061973
3585060400544664,454063302251730
0130440024841303,454063307320601
0126480003840110,454063307177099
3521670528190301,454063308033466
0127430021863714,454063307203760
3517100555403906,454063307352261
3596160420398501,454063302081228
3585370483990801,454063302951147
0130020046300804,454061106113450
0125380021419814,454061106050234
3596510473152301,454063302395037
0124180062445214,454063306027764
0130580052379105,454063307322082
3553100488939801,454061101326165
0130570046746605,454063307371569
3518230568571801,454063308020578
0125430012327911,454063307101040
3590900451527501,454063302949539
3590900415784801,454063302772546
0127530018850915,454063307223202
0124160045547514,454063307271530
3590900421940701,454063302944642
3597780420192401,454061101484928
3595750439369801,454063302999475
3521670528232801,454063302723288
3596160445683701,454063302335101
3553100488904101,454063308010254
0124310084907814,454063307041378
3596160486098201,454061101481815
3561070486132501,454063302960467
0130350045831503,454063307302238
0125350007869913,454063307112519
3599590472647801,454063308002965
0128480055618111,454063307133217
3596160455753001,454061100396198
3515220509694101,454061101092193
3585060401531764,454061101342926
3517510459356801,454063302411039
0125360024056406,454063307117886
0127450026045910,454063307160894
0130040052604304,454063307277868
3515540524369301,454063302888266
0130020039159703,454063307294463
3596160419997501,454063302963558
0125330025356815,454061106015239
0127030023298864,454063302610878
3553010421577401,454063302910276
3517100507010308,454063307354594
0126470053721815,454063307132408
3585060462456558,454063302970665
3515540527608401,454063302868172
0128370039641714,454063307268678
3588800399628800,454064500540902
3588480435185501,454063302937134
3596160482674901,454061101312980
0125420074437415,454063307085947
0124190059576215,454063307212688
0124290084363811,454063306021703
3593720442644001,454063302816102
3595750486202401,454061101508839
3518220505884401,454063302994988
0125330080674914,454063307360573
0124170088269003,454061106089207
0130370056601004,454063307295244
0130020054309904,454061106114294
3596160442869301,454061101469620
3596160490839901,454063302993058
3517100509354503,454063307243727
3595480416401301,454063300508328
3599590406106501,454063883718231
3522120451422601,454063302341242
0125430012309404,454063307074626
0127460038906810,454063307160673
0130370061380405,454063307377211
0127030071314936,454063392459207
0125360097344613,454061106030515
3596160407422001,454061101443560
0127470022527210,454063307182988
0130320092008304,454063307289864
0126480055814515,454063307133162
0130480086315505,454061106125674
0127530060487709,454061106056907
0130330051797505,454063307003193
3561070487428601,454063302895246
3596160482803501,454061100260145
0125360032936114,454061106024606
0130410027410305,454063307334491
0126520072348410,454063307114518
0127480022996715,454063307192325
3591180434368101,454063302688729
0130030060908004,454063307240401
3596160413032001,454063302977172
0128420000481010,454063307202550
0130070047072805,454063307087516
3592890410113310,454063307308777
0125340089103413,454063307093441
0130490003683304,454061106113459
0130290078830402,454061106108559
3587410223904001,454063302215405
3585370410712101,454063302916824
0130470059190704,454063307345507
3595750434620301,454063302730201
3520370318725400,454061101465796
3590900464274801,454061101417098
3565140419747003,454063302331362
3553100488903801,454061101174632
3565210421957611,454061106123547
3578530427888801,454063302780923
0124270097555414,454061106020014
3564400435823301,454061101146677
3582160403112964,454063392453391
3517100514899108,454063307359552
0124270018158215,454063307066197
3590210401393001,454063302885251
3581500429057001,454063308012566
0124210085920215,454061105025679
3596160492477701,454061101490846
3584900458093801,454063302921016
3581500490136301,454063302712323
0130540053973903,454063307369461
3599590417247801,454063308031273
0124210099768213,454063302741672
0129620059208813,454063307306737
0125380065259815,454063307091923
3588800399463400,454064500544467
0124190065124715,454063306037616
3588800399473500,454064500545484
3515540513058001,454063883725916
3515220506687501,454061199810509
3596160485994401,454063302970086
0125430098705806,454063307242359
3596160484237701,454063302994911
3581480443127422,454061192613457
3595900452194564,454063308021737
3596160408120101,454063302966940
0127470028102910,454063307222302
3593720486856401,454063302970278
3596160471406201,454061101483310
0126670027232509,454061105043901
3595750443265301,454061100044898
0130020076158905,454063307221018
0130290002112802,454063307020116
3521670555680301,454063302916825
3596160492815401,454063308005008
3559830332140612,454064500583566
0126500052923010,454061106038318
0130560069621305,454061106101407
0130490072670605,454063307361305
3521670547124901,454063302990053
0125380027771614,454063307086033
0130020080685602,454063307317059
3518230568847601,454063302043674
0130320000218905,454061106054593
0130350040980302,454061106113987
3597780420673001,454063302657871
3596160482727901,454063302292718
0124220076140712,454063306035047
0130020071287004,454063307013743
0127450087470809,454063307179575
3581500477450101,454063307097358
3518220505222701,454063308011504
0124170091731911,454063307064462
0130450015737505,454063307329662
3520370314097100,454061101457026
3596160460639601,454063302165680
0127440016703710,454063307090128
0130320052480604,454063307282291
0130600075079904,454063307356957
3595750478036201,454063308016654
0130050061690705,454063307318172
3596160485977101,454063302914905
3553100487981101,454063302933394
3517100514806708,454063307358783
3597780420673801,454063302856149
0130020079141501,454063307238542
0127490021498913,454061106069281
0124240029021715,454063307062006
3584900458000401,454063302922421
0127490074735613,454063307232948
0130310052321503,454063307322898
3597780451830801,454063308038536
0127490008686714,454061106062613
3596510422681801,454063302932935
3596160492560301,454061101275290
0126820009776464,454063302451484
3597780451745001,454061101468578
3595750439451901,454063302827822
3591480404860601,454063302866823
0128500083543914,454061106099563
0130050082030604,454063307270158
3520370318782300,454061101461642
3585080461890464,454061192646715
3597780429910101,454061101468359
3553010417874001,454063302853231
0127430002896115,454063307168200
0127030003172264,454063302799846
3523980405519401,454061103034488
3580710411992101,454061101474592
0130350079536204,454063307313114
0130030048435705,454063307226318
0130420038474803,454063307077336
3596510468333301,454061101429403
0130020029428305,454063307272002
3591180414848601,454063307043969
3596160431622401,454063302973326
3585370485749901,454063302737346
0130300059966203,454063307311199
0127560039647815,454063307202274
3591880462432401,454061106155338
0124180018312615,454061106022289
0130290054299902,454061106115860
0125350093713504,454063307085980
0130320034375604,454063307307989
0125440010224111,454063307119129
3520370313724100,454061101465367
3584720431312801,454063302664307
0124270028232914,454063306031828
3589430402612964,454063391090099
0124190051654613,454063307037693
0124260045925115,454063307007381
0127540036159711,454063307234312
0124190008907215,454063307011359
3521660563472001,454061101473005
3585370411436001,454061101448379
3526680492121201,454063302855213
0130350057087503,454063307340999
0130630099027304,454063307356801
3518230599679101,454063300751474
0124220016809611,454063307057314
3596160450503801,454063883733506
0124280046473713,454061106023942
0130050085239805,454063307271233
0124280093442204,454063307035334
0130070027236905,454061106118513
0127550065132214,454063307177002
3521670547267101,454061101095765
8601730167808600,454063307159196
0126450097661506,454063307136122
3596160438149301,454061081000217
3521670518366201,454063302741721
3586970418757501,454063302813809
0127470073775013,454063307241282
0125420065390906,454063307124260
0127440080241614,454061106071691
3544060478335901,454061101422916
0127500011890410,454063307245538
49990106400001,454061106103174
3553010476228801,454063302868703
0130080082450304,454061106097337
0124240065413114,454063302606862
0124160080383511,454063307033953
3591880461050301,454061199847251
3531420484394500,454064500554504
3531420484266700,454064500557743
3531420484455900,454064500554405
3531420491296600,454064500553771
3588800396361600,454064500545656
3547470431272500,454064500563994
3547470431241400,454064500562987
3553010417770901,454063302622041
3556450402882100,454064500569073
0130020089209801,454063307282286
0124170046725411,454063307043217
0127440020692510,454063307206778
3515540512470401,454063302979150
0124220031392913,454063307012085
0125350019095414,454063307073916
3515220502841801,454063303035070
3572420426601001,454063302892589
0130500074123805,454063307174278
3593720442655701,454063520209717
0124160011966115,454063307368357
3520370313776000,454061101461372
0130580078855004,454063307358861
3595750462441201,454063883728013
3595750439489701,454063302820257
0126550083532215,454063307129272
0130020021750305,454063307294178
0126450048771015,454063307175199
3562990475815101,454065000023043
0130080055073803,454063307302019
0125420004700815,454063307115368
3595480419029301,454063302450207
3578530427167401,454063300602215
0125390019527210,454063302590377
3556450402858400,454064500569458
3583430410645364,454061101449486
0130610066156705,454063307377669
0130550015157805,454061106069642
0127470075439010,454061106046506
0130320056015705,454063307311752
3517100512854308,454063307354829
0124160064445610,454063307044291
0126520005568215,454061106076886
0127490048118412,454063307108037
0125340001050415,454063307074395
3593720441708001,454063302930497
0130060075060302,454063307290921
3596160420297601,454063307106871
3553010419527001,454063300890390
0130380046324005,454063307322934
0126530046604315,454063307175649
0127490087718910,454061106089147
3578410371479300,454063302773273
3584900446471301,454063302962483
3531420477493000,454063303039243
0128410055931411,454063307135517
0124230017035015,454063307238360
3517510415872201,454063302826169
3595750442218401,454061101306588
0126500079655615,454063307171054
3582160429549856,454063302907615
0124300032875413,454063306034237
3595480418926301,454063307254376
3596160420517901,454063307064151
0132130057201702,454063306001888
0127520077593510,454063307209551
3556680428465500,454063302984209
3521670554650501,454063308002214
3588800399474100,454064500552867
0126570030643514,454061105026873
0130570032147103,454063307355081
3597780451697001,454063302349201
0126540080098806,454061106020576
3597780422696901,454063300763986
3520370318696700,454061101465449
3596160475054301,454063302204944
0124200016943913,454063307049428
3553010425682601,454063300907134
0124190026015615,454061106023134
3578530425957102,454063302915266
0130080030690105,454063307227666
0124220091050613,454061106006913
0130020086386904,454063307173794
0130040024443802,454063307276034
0130050079192603,454063883793049
0125440095153512,454061105026942
3596510490474201,454061101455444
0124240059410415,454063307037559
3597780412939901,454063306036165
3529740220601516,454061101395212
3515220501901201,454063302971437
0130470008067505,454063307312828
0128480010052115,454063307254566
3520370313592000,454061101456562
3596510447756101,454063302899871
0125360065649313,454063307152828
3597780429964901,454063302800809
3529610429459301,454063302840814
3599590482256801,454061101486870
0130480020794005,454063307329396
0130040054343205,454063307207751
0121590017891120,454061101128663
3530250426252900,454063302944569
0124310056051714,454063307054848
3515540526768401,454063302576225
3581500473554401,454063302851810
3588800396605100,454064500552657
3597780427446001,454063307188051
0128390073275814,454063307046548
3596160438241201,454063302766304
0130040002767005,454063307256602
0128510027154711,454063307235948
0130440055956304,454063899831050
3585370483751101,454061101418625
3593720405569701,454061101452621
0130470029826905,454063307183582
0130070023589402,454061106117875
3515540521591101,454063307075627
3546720403660001,454061101403670
0124190033117513,454063307063162
0127530028401413,454063307377508
0127470054991614,454061106013090
0124260029299313,454061106029575
0130440096112605,454063307083644
3564400433553901,454061101449453
3517510481753401,454063302768124
3518220505381601,454063882100390
0130020059568004,454063307227350
0126570095863015,454061106062052
3597780412901701,454061101452496
0125370034086613,454061106028234
0126570037357207,454063307261448
0124310030703015,454061106022200
3597780430394701,454063308004022
0130040025105701,454061106124263
3561070472282001,454063306038060
3597850459568601,454063302410836
0126490045924710,454063307094431
3590900464261601,454063883732699
0126570079254914,454063307222014
3521670540365001,454063307103348
3596160486098001,454063302679101
0125420002543215,454063307089170
3553010434347901,454063302894205
0130040012153504,454063307240254
3591180416706101,454063302720808
0124250011026503,454063307048585
0127440043001415,454061106089489
0130310091638002,454063307293011
3515540527603901,454063284321406
0127550005269410,454061083791491
0130330076546105,454061106124428
0129620076475213,454063307185028
0130070043126105,454063307067112
3544060476947401,454063302842093
3596160492875401,454063302347846
0125470033541614,454063307156234
3565140407669912,454063302867762
0128500014684312,454063307064592
3596160457097101,454063302869417
3586970452892701,454061101239044
3596160417774901,454063302010587
3596160482754101,454063302314790
0130380068764104,454061106090513
3595750431576701,454063308024962
0127450073759613,454063307176450
0130380044248604,454061106120602
0127470002828614,454063307262306
0125360085634015,454063302733357
3598710415277801,454063308013147
3591880470155001,454061106158633
0126680097489708,454061105018922
0125470065807804,454063307078235
3563990404987712,454063308036670
0125450014793615,454063307117827
3585170415319664,454063308005630
3596160471428001,454063302874893
0125340052396315,454063307119268
3597780412156101,454063302903987
0124280038654615,454063307056503
0130380039299403,454063307311421
3591880458121201,454063307364176
0124210083619915,454063307017739
3588480435808601,454061100202754
0130470079944703,454063307338624
3595480436680901,454063302899501
3590900421252401,454061100237694
3518230539709501,454063302039417
0124290031861704,454061106008313
3596160473851301,454061101453568
0125430020851504,454063307051928
0125330056758310,454063307038431
3521670517916001,454063308025393
0126490048760913,454061106064738
3564400433860901,454063302932730
0128370058773015,454063307290863
0130320030656803,454061106119098
3521670546566201,454063308042839
0126460054573214,454061039545814
0127440007690813,454063307228165
3529740223579116,454061101388192
0127430014519009,454063307190116
0130080082424902,454063307287920
0130360080213504,454063307287286
0127550014085310,454063302267062
3518230567299201,454063307250896
0130440029967504,454063307345423
0125450068967515,454063307067907
3585330473303601,454063302938800
3590900458688601,454063302935582
0126480024821111,454063307135890
3597780465359601,454063302510001
3595480489267101,454063306029225
0124240013791013,454063307150683
3598710415846901,454061101477077
0124240086481514,454063307022420
0124260000981914,454063307014410
0125380070248410,454063307111935
0124210079944914,454061106007353
0124300023412115,454063307022539
3591880459396201,454063302629925
3585740408387301,454063300625055
0127500061783215,454063307120225
3596160437659301,454061101447565
3586970446137701,454063302993088
3553100420707301,454063302922306
3585370418478301,454061101358523
3583420455124801,454063302961494
3596160438303001,454063302997874
0127480001210513,454061106069104
3595750449895201,454063308025344
0125360005801804,454061106018505
0128510066427915,454063307233471
0125350016162714,454061106052892
0129580035202013,454061105025415
3559830314842712,454064500563312
0130080019871605,454063307248437
3596510454140701,454063302901034
3596160419930201,454061101009136
3581500458432301,454063302940173
3559830332255123,454064500585521
0127550099631115,454063307098397
0125410095451513,454063307070386
0128460014598113,454063307077499
0125470031041815,454061106107656
0126460039295613,454063307056271
0124230058693514,454063307267477
3564400430167901,454061101425938
0130440014766805,454063307344617
3529740220608616,454061101389187
0125400046503713,454063307115896
0124190046440715,454063307002601
0126520032776615,454063307124601
0124310020569613,454063307204060
0130020003102102,454063307232705
0125420087468913,454061106002087
0124200018432215,454063307030672
3596160454082601,454061101430349
3559830331187612,454064500576547
0130380033253602,454063307297838
3585520404791309,454061100416181
0132130094554701,454063306046859
3559830332243912,454064500583844
0125400049825714,454063307069769
3585080461781964,454061192646598
0130400060494803,454061106139861
0127520081650214,454061106074503
0128460061455115,454063307152168
3515540521949801,454063302999685
0127520074249513,454061106074673
3585370412921501,454061101468772
0130440023719204,454061106062070
3581500429165601,454063883728853
0128360009500210,454063307072541
0130350051544704,454063307283820
3599590469142401,454063302988511
0124230002645015,454063307020726
3518230511088001,454063302664099
0127490069498615,454063307174959
3585370410584201,454063302394469
3591180404470401,454063302479586
0127490098196914,454061106032192
3584720490340101,454061101085140
3518230593158901,454063302736335
0125450025984406,454063307101710
3596160450471101,454063300340357
3591880464306101,454063307377990
0127430038905810,454063307213593
0130020096691800,454063307354351
3521660555073501,454063302464701
0125430076823515,454063307131368
3527840409761517,454063302602976
3596160444440201,454063307099385
0130040016563605,454063307270711
0130330033811704,454063307298018
3521670538681401,454063308030385
3562990461217301,454063302405830
3593720448471301,454063308019653
0124240099956908,454063302816288
3596160420418101,454063302356887
0126820008565464,454063302451918
0127470078344810,454063307359885
3590900421654401,454063302845891
3553100489066901,454061101366648
0124310030327411,454063307056791
0130410014198604,454061106134125
3526680434430501,454063307101536
3517510435238501,454063302838815
3580730411409007,454063308038540
0128400040314110,454063307265169
3515220525870001,454061105023499
3515540521757201,454061101484723
3596510465646801,454061101227805
3518230563053801,454063520241870
0128460030542913,454063307049414
0127430076720015,454063307351348
0127520036622812,454063307266462
0125420092308115,454063307080820
0125350000693013,454063307116020
0130030064999804,454063307332147
0127550097871111,454063307081176
3521670543512001,454063308028457
3588800395346900,454064500541604
3521670557851801,454063307138941
3517510432833601,454063302760263
3556450402760400,454064500569575
3580960418994601,454063883792740
3556450402844900,454064500569369
0130070021721804,454061106048162
3561860403938301,454063302374765
3588660440793801,454063300001024
3582470373556342,454061192623103
0121610008767919,454063302800671
3524800496954340,454063302560197
3519880421113225,454063883727973
3543160445069023,454061101016216
3593720405485501,454063300849649
0127440042714915,454061106085694
3596830452998203,454065000018710
3590280325814501,454063302775783
0128040091459104,454061105049475
3553010434332301,454063883728985
0118080091384717,454061101336914
3597690301867500,454061103038433
0128440086525210,454063307258562
3547470487771500,454061191478485
3547470474001700,454063303040956
3540590230460101,454063302185555
3564400432510001,454063302916358
0128390040527215,454063302281186
0130290016303104,454063307284014
0128500061604315,454063307166386
3592890416979014,454063392549329
0126560012415107,454063307158755
3593720448373901,454063883708504
3596160486046501,454063302998059
3577370465383369,454061191523570
3548900495672401,454063302876773
0130080011094901,454063307288480
0124210039594510,454063306030220
0125470054278808,454063307125968
3517510448499001,454063302759163
0127510003704211,454063307154648
3518230528499301,454063307026681
0130070090143604,454063307317555
0132150019463001,454061105044818
49990106400001,454063302182457
0125750016082220,454061101265845
3562160459203700,454063308025859
3557460462507701,454063302616415
0125350077939813,454063307097579
0126440014583715,454063307311105
3595750488035201,454061106005750
0128440045900613,454063307257928
0130430072188104,454063307318896
0124840005192690,454063392560053
3590900472018601,454063300299536
0125450068344015,454063307099297
3524800418521721,454065100012136
0124250035982114,454063306038112
3517100513458803,454063302667760
0130460004750005,454061106093893
3588480441332501,454063302004702
3583130496122701,454061100434972
0125330097744215,454063307072722
0125440002338615,454061105025428
0128370024014214,454063302681122
0126670093033109,454063306016242
3518160521287601,454063302691963
0128380082459513,454063307093838
0128480078432914,454063307254509
0130360006573504,454061106125201
0127530061174513,454061105028690
3518700527187164,454063302969358
0129360088871402,454061106117297
0132160063302902,454063306043114
0127560042877711,454063307226374
3591880465249101,454061199838573
3547470487769700,454061191504773
0126470021026014,454063307327680
3593950357541048,454063302787882
3597690301683000,454061103038470
3596160482785401,454063302737200
0127490069638610,454063307255331
0130080014838605,454063306026574
3515540519468401,454063302881976
0119830021388519,454063302142038
0124270094218513,454063307011044
0125460056968313,454061106037028
0124280004163404,454063306032824
3564400430204001,454063302875229
3577370427887369,454063302156603
3564400431594001,454063302511674
3581500458437401,454061100147116
3521670500024401,454061101427958
3561860403885301,454063302400259
3543360427326225,454061192578910
3585330473309901,454063300893795
3562370358375400,454061191523318
3548900478696601,454063302836949
3582790342385848,454061192627106
3580860402402001,454063391517805
3518700527221064,454063302780411
3564400434195301,454063302928688
3596160460708201,454063306038811
0130500034593505,454063307302781
3577370455153969,454063392447679
3596160436870201,454063302756447
3593720487331201,454063302523897
3591880458508101,454063307374296
0126500094093110,454063306030457
0130040064246505,454061106110795
3544060405883601,454063302836383
3553010434636001,454063302887923
0127560090511414,454063307191813
3518700527213864,454063883706096
0124180029767814,454063307021771
0130320011772004,454063307292381
0125330048500214,454063307063938
3597690301792000,454061103038284
3574960419457801,454063302988024
3515540512284601,454063302940107
3521670539125601,454061101492370
3553010421566301,454063302875247
0126460060744815,454063307161223
0127550078679313,454063307009651
0130020052227102,454063307309679
3594730338564490,454063392544523
0130020042081704,454063307229345
3588480422171801,454063302948949
3584900446527101,454061101333143
3597780429874501,454063302987804
0124290072433614,454063307051080
3596160427555501,454065000025039
0128490065399813,454061106085730
3563990405149716,454063302129688
0132120036160701,454061105031380
3596510484460401,454063307153775
3559830304088607,454064500528061
0130380077436304,454061106113935
0130630061644804,454063307380759
0120250045200515,454063302154745
3593720463526001,454063302966818
0130340027875805,454063307312194
3580490498370101,454061101289676
0127530085250810,454063307220448
0130360084663205,454063307306162
0125390082638306,454063307151087
0125390001999410,454063307078832
0124210093981414,454063307073298
3591880460478701,454063307326186
3586970425653801,454061101481538
3593740418668601,454063302824762
3578530426085702,454061085501181
3585370411736501,454063302870190
3515540537700801,454063302743696
3565210450304611,454063302992504
0129590011967514,454063307207812
3596160460632301,454063302872821
3585370474220901,454063883708053
0125370063170515,454061106037036
0130070094741301,454063307240374
3584900460244701,454061100314220
3585370411695901,454063302389253
0130040056031803,454063307238156
3583130495749601,454061101462368
3553010437241501,454063302893618
0125400079652404,454063307099386
3531420484399800,454064500554281
3518220548534501,454061101468250
0130310052728905,454063307327914
3515540527117701,454063308010376
0130030021745704,454063307226392
3596160406891201,454061101437798
0126580046464715,454061106059127
0126820009646664,454063302814824
0130290030441204,454061106122607
3581500477349401,454063302532152
3529740223578116,454061101387017
0130390081096104,454063307344231
3521670504183601,454063302702249
3553010425321701,454063302597482
3520370318650400,454061101461733
0128420037473615,454063307190973
3585370494828201,454063302934536
3521670511225501,454063302773798
3581500436607301,454063302893926
3517100513205508,454063307367047
3596160436931901,454063302163085
0126570061771915,454061106073780
3596160490990301,454063302921694
0130350046682705,454063307316345
3571160425768500,454063302919432
0125370023619014,454063307181420
0124290022329604,454063307054904
0124260099476813,454063307044058
3520370313687000,454061101457189
3596160452672001,454063302892677
0127440015780109,454063307166927
0125400052053113,454061106049763
0130640029340704,454063307378163
0127510077854013,454063307233181
3518220515527701,454063302994074
0130020031719001,454063307278927
3588430403268501,454063307341626
3590900450401001,454063302359284
3596160408477001,454063302073009
0125460005530504,454063306033981
3517100513918003,454063307366138
0130360035802904,454061106120689
0130020019608505,454061106119103
0124240035290615,454063307056732
3596160482717101,454063302991398
0124200001103313,454063306023721
0124170037529113,454063307015530
0124270059276714,454063306026076
0124300021721215,454063307040657
3599590486996201,454063308033684
0124160055977410,454063307178117
3596160470641901,454063302675359
3517510493882801,454065100011578
0128380036890813,454063307241002
3596140486186401,454061101100867
3547470431137700,454064500565765
3518230521876601,454061101484323
3596160492506001,454063307184765
0125340006571415,454063307111957
0128420092920613,454063307292212
3585370410543301,454061101500396
3521670538726601,454063307161116
0130080074992605,454061106099750
3515120526031601,454063302987863
0130390013710304,454063307356295
3547470431243800,454064500563837
0130480008900604,454063307344407
3556450402942300,454064500565380
3571160436845800,454061101455299
3596160460681501,454063302932966
3518220574614001,454063300755422
0127440097321113,454063307185039
0130300094376104,454063307360497
3521670500040801,454063306038504
3593720405493801,454063302957082
3596160486134801,454063302921000
0126480054558215,454061106026437
3588800395320600,454064500540473
0130310003297605,454063307307378
3596510490933401,454061106019709
0130070042218305,454063307238480
0126500027903206,454063307137335
3556450402700800,454064500567877
0130490024313103,454063307352013
0130390077588203,454063307298066
3581500474270901,454061100303426
3584210414459001,454063302359900
0131270091417115,454063307210965
0130380061761405,454063307008423
3578410340755300,454063302748665
3515220506679501,454063302893956
3518220515921501,454061101473178
0125410089248613,454061106102366
0127440053390015,454063307156575
3595480416574801,454063302825759
0127540037272310,454063307188141
3564400429645201,454063302768492
3579800414958001,454061101436591
0127520009965915,454061106086693
0130460058440003,454063307332075
3581500458420701,454063302916422
0128450046617715,454061106110806
0130080099512305,454063307260566
0127510094750815,454063307180652
3596160445679301,454063302994413
3517100553864306,454063302668123
0130370043041504,454063307001082
0124180011766014,454063307064309
0130420056026504,454063307304464
0127450001630311,454063307341563
0127480016274010,454063307222062
0130310016114402,454063302962203
3531420491376500,454064500553596
0130030056644804,454063307237474
3596160408481401,454063302981535
0124190028092504,454063307062000
0130310042125905,454063307330003
0130440038023004,454063307359161
0124160080584315,454063302934614
3586970425451201,454063308008560
0130030096219704,454061106113463
0125440019970406,454063307081142
0130560079182205,454063302756070
0124270041598613,454063307019667
0126820042162264,454063302384308
0130300036900402,454061106127448
3517100508725908,454061105027291
0126550065698415,454061105027738
0130040094679402,454061106057494
3585370483973001,454063302930634
3521670527559701,454063302630471
3517100557553108,454063307323681
0125370017848910,454063307165388
0130020008911402,454063307261729
3515540514422501,454063300844686
0130320067447305,454061106114445
0130050040162705,454063307271276
3596160450276001,454063302350135
0125430024637015,454063307311463
0128360037063610,454063307167999
3595480419627401,454063307009951
3595480423515301,454063307128541
3520370318766700,454061101456741
3591180416707001,454063302898801
0130380069769105,454063307314735
3531420484329800,454064500558036
3553020477267200,454063302838036
0125460083361415,454063307069610
0130080066099403,454061106101403
0126820009634164,454061101404915
3596160445555601,454063302961543
0130470070141005,454063307362733
3583130495792901,454063302881783
3595750450051001,454063307273768
0126540023146210,454063307134617
3529740218529516,454061101384115
3581500456318001,454063302889782
0124300011117013,454063307008007
0130350063645004,454063307026525
3518230548126001,454063307119896
3520370317999500,454061101450499
3548480484431351,454061100070158
3520370313679900,454061101456470
3585370466386101,454061082051988
0130450012253203,454063307328341
3584720401003401,454063302892734
0125380024344814,454061106051904
0124290002314903,454063307029717
0130030070157802,454063307246343
3553010418942701,454061101417955
3588480409582801,454063302662055
3520370318766200,454061101465303
3544060496233101,454061101375026
3596160408608401,454063302974218
3515540512766901,454063302950741
0125400086991313,454063307085598
0130040075469205,454063306031811
3581500458533201,454061101252443
3582160463010564,454063308008349
3520370313636400,454061101461865
3521670527703701,454063302638876
3553010437113901,454063302064959
0130640096664404,454061106156629
0126580077310713,454061106042899
3520370318018200,454061101461381
0127440058514814,454063307190451
3599590479237701,454063302417920
3553010417381201,454063300329538
0130400047113503,454063307335904
0130060042813705,454063307270945
3590900415866401,454061101273128
3515540522206801,454061083712217
0125390011033406,454061106047743
3595750450043001,454063302589986
0125350006950513,454063307064991
0130470068802903,454063307334653
0129610049012414,454063307226179
0124160048275709,454063307243600
0124210006623115,454063307022195
3522120462279101,454063302393468
3596160472379801,454063302229094
0130380036424105,454063307234443
0122660041356015,454061101113866
0130350034902303,454063307260447
0125450004024113,454061106027695
0124160034389714,454061106022116
3518220582061501,454063307173375
3515540512208201,454061101451921
3520370318732300,454061101461951
3517510448513301,454063302782202
0126550021435015,454061106123099
0125460019531906,454063307096658
0130640029713805,454063307362825
3591180404152801,454063302799084
3595480418964901,454061101454003
0126820025595164,454063302660861
3597780417539301,454061106071814
0125460013643914,454063307073940
0126480079712207,454063307186224
3595750432499301,454063308012472
3596510468210301,454063302961584
0130340000533805,454061106018583
3562160461734500,454063307123237
3595750439404701,454061101401650
0125420064643615,454063307089199
3518220548518201,454063302265463
0124230019321015,454063307009545
3515540531970301,454063308020990
3585370466399601,454063302124404
3515540512994901,454063307234693
3529740260780503,454061101388124
0127480054493510,454063307245505
3596160452858201,454063302893968
0130550031826203,454063307320262
0125410085546114,454063307115112
3567160438759601,454063392407137
49990106400001,454061101180424
3590900421276801,454063307087458
3585370412895401,454061100365202
3596510426391101,454063302951014
0130550037564205,454063307364035
3585060401292864,454063302910635
3596160493336001,454063302928470
3578410381106800,454063302802785
0124230033094913,454063307279697
0126520036928013,454061106035323
0130360031343102,454063307318176
0130050027394301,454063307226839
0125370037968910,454061105022882
3597780422736001,454063302572553
3590900446026501,454063302644355
3538330489710800,454063302808365
3593720479728901,454063302567554
0124240032258211,454063307351630
3596160407064401,454061106011239
0124280035282815,454063307055045
0130040080473605,454063307276905
3515540515660401,454063300736378
3518700586510264,454063302969649
3526680424818501,454063302268837
3590900420780501,454061101448071
0127440045704010,454061106089869
3585370483995001,454061101441612
0124180038705813,454063307044579
0124210012494414,454063307036857
0128360050845610,454063307270737
0129620084883914,454061106052020
0130030018598505,454063307210896
3588480435802201,454063302941556
0130080001187004,454063307283694
0124240067241014,454063307041627
3590900420198201,454063302369804
3588480435788501,454061106103191
0130050043690905,454063307168502
3597780486082301,454063302991606
3585370420791001,454063302418867
0126540020635007,454063307165223
0127560094038014,454063307042661
0124310099976713,454063307242887
0130380034807105,454063307327177
3564400434760901,454061101306639
3515540530512801,454063308007507
0125420003275610,454061106047728
3590900464186801,454061101491935
3521670500050601,454063302919305
3593720449781201,454063302956937
0124280018598212,454061106012866
3581500474269901,454063307129520
0124230094060015,454063306028031
0127530009860010,454061106011550
0127470090485415,454061106097492
0130400000702404,454063307306767
3591880460191301,454061106154175
0127500095156614,454063307176856
0130450045395505,454063307343017
3596160427349601,454063307010614
0130380024833304,454061106119524
0125470061246011,454063307105101
3585370418879301,454063300751746
3595480428305901,454063307221696
0125420080626113,454063307103674
3595480418992801,454063302780096
0130030011408905,454063307282548
3520370313663300,454061101457118
0125440033741404,454063307075420
0130380035469105,454061106123293
0127460014830214,454061106056898
0130030063230404,454063307278384
3590900421752001,454063302686370
0130070083950405,454063307298339
3583420428299101,454063302962891
0130070063554205,454061106120831
0130080051605502,454063307269328
0130550076880304,454061106145604
0124290034489715,454063307033315
